# Label,Order,Size,Colour,x,y,Level 0,Level 1,Level 2
E10 6ER,,1,,538212,187890,E,  E10 ,   E10 6   
E10 6ES,,1,,538265,188109,E,  E10 ,   E10 6   
E10 6ET,,1,,538374,188155,E,  E10 ,   E10 6   
E10 6EU,,1,,538188,188079,E,  E10 ,   E10 6   
E10 6EW,,1,,538239,188000,E,  E10 ,   E10 6   
E10 6HA,,1,,538188,187819,E,  E10 ,   E10 6   
E10 6HB,,1,,538314,187873,E,  E10 ,   E10 6   
E10 6HD,,1,,538452,187978,E,  E10 ,   E10 6   
E10 6HE,,1,,538529,188034,E,  E10 ,   E10 6   
E10 6HF,,1,,538546,188073,E,  E10 ,   E10 6   
E10 6HG,,1,,538689,188149,E,  E10 ,   E10 6   
E10 6HH,,1,,538823,188187,E,  E10 ,   E10 6   
E10 6HJ,,1,,538735,188089,E,  E10 ,   E10 6   
E10 6HL,,1,,538768,188029,E,  E10 ,   E10 6   
E10 6HP,,1,,538611,187984,E,  E10 ,   E10 6   
E10 6HQ,,1,,538708,188123,E,  E10 ,   E10 6   
E10 6HT,,1,,538214,187771,E,  E10 ,   E10 6   
E10 6HU,,1,,538390,187840,E,  E10 ,   E10 6   
E10 6HX,,1,,538405,187815,E,  E10 ,   E10 6   
E10 6HY,,1,,538539,187894,E,  E10 ,   E10 6   
E10 6HZ,,1,,538609,187866,E,  E10 ,   E10 6   
E10 6JA,,1,,538583,187955,E,  E10 ,   E10 6   
E10 6JB,,1,,538427,187784,E,  E10 ,   E10 6   
E10 6JD,,1,,538428,187750,E,  E10 ,   E10 6   
E10 6JE,,1,,538249,187617,E,  E10 ,   E10 6   
E10 6JF,,1,,538252,187590,E,  E10 ,   E10 6   
E10 6JG,,1,,538297,187549,E,  E10 ,   E10 6   
E10 6JH,,1,,538368,187547,E,  E10 ,   E10 6   
E10 6JJ,,1,,538317,187724,E,  E10 ,   E10 6   
E10 6JL,,1,,538431,187586,E,  E10 ,   E10 6   
E10 6JP,,1,,538133,187699,E,  E10 ,   E10 6   
E10 6JQ,,1,,538333,187501,E,  E10 ,   E10 6   
E10 6JS,,1,,538262,187509,E,  E10 ,   E10 6   
E10 6JT,,1,,538256,187488,E,  E10 ,   E10 6   
E10 6JX,,1,,538417,187342,E,  E10 ,   E10 6   
E10 6JZ,,1,,538506,187282,E,  E10 ,   E10 6   
E10 6LA,,1,,538369,187382,E,  E10 ,   E10 6   
E10 6LD,,1,,538235,187321,E,  E10 ,   E10 6   
E10 6LE,,1,,538174,187234,E,  E10 ,   E10 6   
E10 6LF,,1,,538344,187353,E,  E10 ,   E10 6   
E10 6LG,,1,,538297,187285,E,  E10 ,   E10 6   
E10 6LH,,1,,538418,187252,E,  E10 ,   E10 6   
E10 6LJ,,1,,538269,187114,E,  E10 ,   E10 6   
E10 6LL,,1,,538314,187108,E,  E10 ,   E10 6   
E10 6LN,,1,,538272,187195,E,  E10 ,   E10 6   
E10 6LQ,,1,,538307,187255,E,  E10 ,   E10 6   
E10 6LT,,1,,538497,187131,E,  E10 ,   E10 6   
E10 6LU,,1,,538476,187182,E,  E10 ,   E10 6   
E10 6LW,,1,,538234,187117,E,  E10 ,   E10 6   
E10 6LX,,1,,538363,187018,E,  E10 ,   E10 6   
E10 6LY,,1,,538379,186976,E,  E10 ,   E10 6   
E10 6LZ,,1,,538248,186884,E,  E10 ,   E10 6   
E10 6NA,,1,,538127,186707,E,  E10 ,   E10 6   
E10 6NB,,1,,538125,186748,E,  E10 ,   E10 6   
E10 6ND,,1,,538342,187033,E,  E10 ,   E10 6   
E10 6NE,,1,,538441,187168,E,  E10 ,   E10 6   
E10 6NF,,1,,538414,187201,E,  E10 ,   E10 6   
E10 6NG,,1,,538311,187060,E,  E10 ,   E10 6   
E10 6NJ,,1,,538197,186971,E,  E10 ,   E10 6   
E10 6NL,,1,,538208,187032,E,  E10 ,   E10 6   
E10 6NN,,1,,538071,187101,E,  E10 ,   E10 6   
E10 6NQ,,1,,538258,186915,E,  E10 ,   E10 6   
E10 6NT,,1,,538371,186851,E,  E10 ,   E10 6   
E10 6NU,,1,,538441,186999,E,  E10 ,   E10 6   
E10 6NW,,1,,538098,187131,E,  E10 ,   E10 6   
E10 6NX,,1,,538417,186920,E,  E10 ,   E10 6   
E10 6PA,,1,,538553,187152,E,  E10 ,   E10 6   
E10 6PB,,1,,538497,187021,E,  E10 ,   E10 6   
E10 6PD,,1,,538573,187134,E,  E10 ,   E10 6   
E10 6PE,,1,,538668,187200,E,  E10 ,   E10 6   
E10 6PF,,1,,538629,187137,E,  E10 ,   E10 6   
E10 6PG,,1,,538623,187070,E,  E10 ,   E10 6   
E10 6PH,,1,,538475,186911,E,  E10 ,   E10 6   
E10 6PJ,,1,,538532,186927,E,  E10 ,   E10 6   
E10 6PL,,1,,538491,186695,E,  E10 ,   E10 6   
E10 6PN,,1,,538569,186555,E,  E10 ,   E10 6   
E10 6PP,,1,,538466,186672,E,  E10 ,   E10 6   
E10 6PQ,,1,,538587,187004,E,  E10 ,   E10 6   
E10 6PR,,1,,538353,186823,E,  E10 ,   E10 6   
E10 6PW,,1,,538552,186530,E,  E10 ,   E10 6   
E10 6PY,,1,,538092,187369,E,  E10 ,   E10 6   
E10 6PZ,,1,,538025,186797,E,  E10 ,   E10 6   
E10 6QA,,1,,537993,187042,E,  E10 ,   E10 6   
E10 6QB,,1,,538131,186976,E,  E10 ,   E10 6   
E10 6QD,,1,,538088,186975,E,  E10 ,   E10 6   
E10 6QE,,1,,537994,186807,E,  E10 ,   E10 6   
E10 6QH,,1,,538151,186677,E,  E10 ,   E10 6   
E10 6QJ,,1,,538186,186673,E,  E10 ,   E10 6   
E10 6QL,,1,,538189,186725,E,  E10 ,   E10 6   
E10 6QN,,1,,538333,186698,E,  E10 ,   E10 6   
E10 6QP,,1,,538162,186841,E,  E10 ,   E10 6   
E10 6QR,,1,,538076,186749,E,  E10 ,   E10 6   
E10 6QS,,1,,538046,186850,E,  E10 ,   E10 6   
E10 6QT,,1,,538062,186913,E,  E10 ,   E10 6   
E10 6QW,,1,,538237,186833,E,  E10 ,   E10 6   
E10 6QZ,,1,,538573,187029,E,  E10 ,   E10 6   
E10 6RA,,1,,538106,187693,E,  E10 ,   E10 6   
E10 6RD,,1,,538106,187617,E,  E10 ,   E10 6   
E10 6RE,,1,,538062,187590,E,  E10 ,   E10 6   
E10 6RF,,1,,538114,187483,E,  E10 ,   E10 6   
E10 6RG,,1,,537933,187389,E,  E10 ,   E10 6   
E10 6RH,,1,,537783,187228,E,  E10 ,   E10 6   
E10 6RJ,,1,,537891,187180,E,  E10 ,   E10 6   
E10 6RL,,1,,538070,187226,E,  E10 ,   E10 6   
E10 6RN,,1,,538150,187490,E,  E10 ,   E10 6   
E10 6RP,,1,,538135,187168,E,  E10 ,   E10 6   
E10 6RQ,,1,,537805,187252,E,  E10 ,   E10 6   
E10 6RR,,1,,538108,187169,E,  E10 ,   E10 6   
E10 6RS,,1,,538168,187199,E,  E10 ,   E10 6   
E10 6RT,,1,,538125,187285,E,  E10 ,   E10 6   
E10 6RY,,1,,538075,187654,E,  E10 ,   E10 6   
E10 6SH,,1,,538303,188366,E,  E10 ,   E10 6   
E10 6SJ,,1,,538236,188386,E,  E10 ,   E10 6   
E10 7AA,,1,,537904,188046,E,  E10 ,   E10 7   
E10 7AB,,1,,535928,187695,E,  E10 ,   E10 7   
E10 7AD,,1,,537841,188001,E,  E10 ,   E10 7   
E10 7AE,,1,,537818,187968,E,  E10 ,   E10 7   
E10 7AF,,1,,537772,187915,E,  E10 ,   E10 7   
E10 7AH,,1,,537632,187812,E,  E10 ,   E10 7   
E10 7AJ,,1,,537410,187483,E,  E10 ,   E10 7   
E10 7AL,,1,,537497,187396,E,  E10 ,   E10 7   
E10 7AN,,1,,537376,187384,E,  E10 ,   E10 7   
E10 7AP,,1,,537397,187279,E,  E10 ,   E10 7   
E10 7AQ,,1,,537681,187866,E,  E10 ,   E10 7   
E10 7AR,,1,,537373,187330,E,  E10 ,   E10 7   
E10 7AS,,1,,536086,187913,E,  E10 ,   E10 7   
E10 7AT,,1,,537491,187263,E,  E10 ,   E10 7   
E10 7AU,,1,,537683,187737,E,  E10 ,   E10 7   
E10 7AW,,1,,537425,187337,E,  E10 ,   E10 7   
E10 7AY,,1,,537751,187980,E,  E10 ,   E10 7   
E10 7BA,,1,,537254,187388,E,  E10 ,   E10 7   
E10 7BB,,1,,537258,187290,E,  E10 ,   E10 7   
E10 7BD,,1,,537338,187193,E,  E10 ,   E10 7   
E10 7BE,,1,,537323,187324,E,  E10 ,   E10 7   
E10 7BG,,1,,537217,187403,E,  E10 ,   E10 7   
E10 7BH,,1,,537308,186987,E,  E10 ,   E10 7   
E10 7BL,,1,,537059,186931,E,  E10 ,   E10 7   
E10 7BN,,1,,537296,186907,E,  E10 ,   E10 7   
E10 7BQ,,1,,537235,187188,E,  E10 ,   E10 7   
E10 7BT,,1,,537192,186895,E,  E10 ,   E10 7   
E10 7BU,,1,,537262,186958,E,  E10 ,   E10 7   
E10 7BX,,1,,537312,187049,E,  E10 ,   E10 7   
E10 7BY,,1,,537313,187133,E,  E10 ,   E10 7   
E10 7BZ,,1,,537384,187166,E,  E10 ,   E10 7   
E10 7DA,,1,,537378,187022,E,  E10 ,   E10 7   
E10 7DB,,1,,537593,187292,E,  E10 ,   E10 7   
E10 7DD,,1,,537589,187247,E,  E10 ,   E10 7   
E10 7DE,,1,,537200,186837,E,  E10 ,   E10 7   
E10 7DF,,1,,537250,187002,E,  E10 ,   E10 7   
E10 7DH,,1,,537204,186981,E,  E10 ,   E10 7   
E10 7DL,,1,,537811,188108,E,  E10 ,   E10 7   
E10 7DN,,1,,537743,188041,E,  E10 ,   E10 7   
E10 7DP,,1,,537784,188072,E,  E10 ,   E10 7   
E10 7DQ,,1,,536210,187274,E,  E10 ,   E10 7   
E10 7DT,,1,,537498,187839,E,  E10 ,   E10 7   
E10 7DU,,1,,537349,187768,E,  E10 ,   E10 7   
E10 7DX,,1,,537339,187764,E,  E10 ,   E10 7   
E10 7DY,,1,,537189,187688,E,  E10 ,   E10 7   
E10 7DZ,,1,,537144,187637,E,  E10 ,   E10 7   
E10 7EA,,1,,537168,187715,E,  E10 ,   E10 7   
E10 7EB,,1,,537550,187913,E,  E10 ,   E10 7   
E10 7EF,,1,,537629,188096,E,  E10 ,   E10 7   
E10 7EG,,1,,537715,188087,E,  E10 ,   E10 7   
E10 7EH,,1,,537382,187847,E,  E10 ,   E10 7   
E10 7EJ,,1,,537343,187890,E,  E10 ,   E10 7   
E10 7EL,,1,,537400,187902,E,  E10 ,   E10 7   
E10 7EP,,1,,537448,187949,E,  E10 ,   E10 7   
E10 7EQ,,1,,537745,188121,E,  E10 ,   E10 7   
E10 7ER,,1,,537513,187999,E,  E10 ,   E10 7   
E10 7ES,,1,,537559,188028,E,  E10 ,   E10 7   
E10 7EU,,1,,537378,187925,E,  E10 ,   E10 7   
E10 7EW,,1,,537427,187861,E,  E10 ,   E10 7   
E10 7FB,,1,,535821,187753,E,  E10 ,   E10 7   
E10 7FD,,1,,536154,187800,E,  E10 ,   E10 7   
E10 7HA,,1,,537879,187904,E,  E10 ,   E10 7   
E10 7HD,,1,,537790,187814,E,  E10 ,   E10 7   
E10 7HE,,1,,537592,187653,E,  E10 ,   E10 7   
E10 7HF,,1,,537575,187763,E,  E10 ,   E10 7   
E10 7HG,,1,,537520,187726,E,  E10 ,   E10 7   
E10 7HH,,1,,537481,187684,E,  E10 ,   E10 7   
E10 7HJ,,1,,537444,187678,E,  E10 ,   E10 7   
E10 7HL,,1,,537397,187513,E,  E10 ,   E10 7   
E10 7HN,,1,,537381,187590,E,  E10 ,   E10 7   
E10 7HP,,1,,537366,187693,E,  E10 ,   E10 7   
E10 7HQ,,1,,537488,187673,E,  E10 ,   E10 7   
E10 7HR,,1,,537207,187614,E,  E10 ,   E10 7   
E10 7HS,,1,,537117,187562,E,  E10 ,   E10 7   
E10 7HT,,1,,537099,187552,E,  E10 ,   E10 7   
E10 7HU,,1,,537035,187590,E,  E10 ,   E10 7   
E10 7HW,,1,,537328,187680,E,  E10 ,   E10 7   
E10 7HY,,1,,537026,187583,E,  E10 ,   E10 7   
E10 7JA,,1,,537156,187241,E,  E10 ,   E10 7   
E10 7JB,,1,,537125,187307,E,  E10 ,   E10 7   
E10 7JD,,1,,537098,187215,E,  E10 ,   E10 7   
E10 7JE,,1,,537267,187501,E,  E10 ,   E10 7   
E10 7JF,,1,,537169,187460,E,  E10 ,   E10 7   
E10 7JG,,1,,537079,187447,E,  E10 ,   E10 7   
E10 7JJ,,1,,537315,187525,E,  E10 ,   E10 7   
E10 7JN,,1,,536991,187338,E,  E10 ,   E10 7   
E10 7JP,,1,,537151,187263,E,  E10 ,   E10 7   
E10 7JQ,,1,,537086,187325,E,  E10 ,   E10 7   
E10 7JR,,1,,536970,187363,E,  E10 ,   E10 7   
E10 7JS,,1,,536918,187515,E,  E10 ,   E10 7   
E10 7JT,,1,,537146,187532,E,  E10 ,   E10 7   
E10 7JU,,1,,537253,187592,E,  E10 ,   E10 7   
E10 7JW,,1,,536991,187338,E,  E10 ,   E10 7   
E10 7LA,,1,,537053,187645,E,  E10 ,   E10 7   
E10 7LD,,1,,536763,187420,E,  E10 ,   E10 7   
E10 7LF,,1,,536958,187468,E,  E10 ,   E10 7   
E10 7LG,,1,,536915,187450,E,  E10 ,   E10 7   
E10 7LH,,1,,536836,187405,E,  E10 ,   E10 7   
E10 7LJ,,1,,536684,187258,E,  E10 ,   E10 7   
E10 7LL,,1,,536650,187236,E,  E10 ,   E10 7   
E10 7LN,,1,,536538,187278,E,  E10 ,   E10 7   
E10 7LP,,1,,536597,187204,E,  E10 ,   E10 7   
E10 7LQ,,1,,536905,187385,E,  E10 ,   E10 7   
E10 7LR,,1,,536635,187215,E,  E10 ,   E10 7   
E10 7LS,,1,,536637,187125,E,  E10 ,   E10 7   
E10 7LT,,1,,536708,187124,E,  E10 ,   E10 7   
E10 7LU,,1,,536762,187143,E,  E10 ,   E10 7   
E10 7LW,,1,,536631,187224,E,  E10 ,   E10 7   
E10 7LX,,1,,536942,187070,E,  E10 ,   E10 7   
E10 7LY,,1,,536712,187257,E,  E10 ,   E10 7   
E10 7LZ,,1,,536754,187265,E,  E10 ,   E10 7   
E10 7NB,,1,,536845,187142,E,  E10 ,   E10 7   
E10 7ND,,1,,536846,187099,E,  E10 ,   E10 7   
E10 7NE,,1,,536815,187498,E,  E10 ,   E10 7   
E10 7NH,,1,,536472,187422,E,  E10 ,   E10 7   
E10 7NN,,1,,536377,187520,E,  E10 ,   E10 7   
E10 7NP,,1,,536419,187403,E,  E10 ,   E10 7   
E10 7NQ,,1,,536546,187481,E,  E10 ,   E10 7   
E10 7NU,,1,,536379,187182,E,  E10 ,   E10 7   
E10 7NW,,1,,536396,187386,E,  E10 ,   E10 7   
E10 7NX,,1,,536423,187154,E,  E10 ,   E10 7   
E10 7PA,,1,,536525,187164,E,  E10 ,   E10 7   
E10 7PB,,1,,536521,187099,E,  E10 ,   E10 7   
E10 7PD,,1,,536585,187096,E,  E10 ,   E10 7   
E10 7PE,,1,,536574,187191,E,  E10 ,   E10 7   
E10 7PF,,1,,536545,187174,E,  E10 ,   E10 7   
E10 7PG,,1,,536153,187243,E,  E10 ,   E10 7   
E10 7PN,,1,,536422,187266,E,  E10 ,   E10 7   
E10 7PP,,1,,536354,187359,E,  E10 ,   E10 7   
E10 7PQ,,1,,536621,187433,E,  E10 ,   E10 7   
E10 7PR,,1,,536278,187468,E,  E10 ,   E10 7   
E10 7PS,,1,,536141,187399,E,  E10 ,   E10 7   
E10 7PW,,1,,536331,187344,E,  E10 ,   E10 7   
E10 7PY,,1,,536124,187316,E,  E10 ,   E10 7   
E10 7QA,,1,,536214,187355,E,  E10 ,   E10 7   
E10 7QB,,1,,536372,186911,E,  E10 ,   E10 7   
E10 7QD,,1,,535890,187485,E,  E10 ,   E10 7   
E10 7QE,,1,,535867,187535,E,  E10 ,   E10 7   
E10 7QF,,1,,536165,187325,E,  E10 ,   E10 7   
E10 7QG,,1,,536297,187324,E,  E10 ,   E10 7   
E10 7QL,,1,,536008,187010,E,  E10 ,   E10 7   
E10 7QN,,1,,535988,187206,E,  E10 ,   E10 7   
E10 7QP,,1,,535702,187571,E,  E10 ,   E10 7   
E10 7QQ,,1,,536291,187289,E,  E10 ,   E10 7   
E10 7QS,,1,,536032,186914,E,  E10 ,   E10 7   
E10 7QT,,1,,536227,187022,E,  E10 ,   E10 7   
E10 7QX,,1,,535962,187407,E,  E10 ,   E10 7   
E10 7QY,,1,,536149,187619,E,  E10 ,   E10 7   
E10 7QZ,,1,,536106,187446,E,  E10 ,   E10 7   
E10 7RB,,1,,537499,187917,E,  E10 ,   E10 7   
E11 1AA,,1,,539335,186929,E,  E11 ,   E11 1   
E11 1AH,,1,,538999,187828,E,  E11 ,   E11 1   
E11 1AJ,,1,,539062,187865,E,  E11 ,   E11 1   
E11 1AL,,1,,539094,187786,E,  E11 ,   E11 1   
E11 1AN,,1,,539307,187771,E,  E11 ,   E11 1   
E11 1AP,,1,,539119,187741,E,  E11 ,   E11 1   
E11 1AQ,,1,,539249,187732,E,  E11 ,   E11 1   
E11 1AT,,1,,539184,187651,E,  E11 ,   E11 1   
E11 1AU,,1,,539121,187654,E,  E11 ,   E11 1   
E11 1AW,,1,,539307,187828,E,  E11 ,   E11 1   
E11 1AX,,1,,539245,187646,E,  E11 ,   E11 1   
E11 1AY,,1,,538967,187702,E,  E11 ,   E11 1   
E11 1AZ,,1,,538925,187718,E,  E11 ,   E11 1   
E11 1BA,,1,,539094,187562,E,  E11 ,   E11 1   
E11 1BB,,1,,539101,187610,E,  E11 ,   E11 1   
E11 1BD,,1,,539063,187550,E,  E11 ,   E11 1   
E11 1BE,,1,,539087,187423,E,  E11 ,   E11 1   
E11 1BG,,1,,539004,187467,E,  E11 ,   E11 1   
E11 1BH,,1,,538915,187546,E,  E11 ,   E11 1   
E11 1BJ,,1,,538840,187593,E,  E11 ,   E11 1   
E11 1BL,,1,,538786,187652,E,  E11 ,   E11 1   
E11 1BN,,1,,538941,187578,E,  E11 ,   E11 1   
E11 1BP,,1,,539117,187499,E,  E11 ,   E11 1   
E11 1BQ,,1,,538947,187523,E,  E11 ,   E11 1   
E11 1BS,,1,,539036,187366,E,  E11 ,   E11 1   
E11 1BT,,1,,538998,187359,E,  E11 ,   E11 1   
E11 1BU,,1,,538927,187437,E,  E11 ,   E11 1   
E11 1BW,,1,,539080,187484,E,  E11 ,   E11 1   
E11 1BX,,1,,538853,187438,E,  E11 ,   E11 1   
E11 1BY,,1,,538805,187386,E,  E11 ,   E11 1   
E11 1BZ,,1,,538847,187494,E,  E11 ,   E11 1   
E11 1DA,,1,,538802,187503,E,  E11 ,   E11 1   
E11 1DB,,1,,538711,187366,E,  E11 ,   E11 1   
E11 1DD,,1,,538662,187503,E,  E11 ,   E11 1   
E11 1DE,,1,,538657,187458,E,  E11 ,   E11 1   
E11 1DF,,1,,538742,187567,E,  E11 ,   E11 1   
E11 1DG,,1,,538699,187533,E,  E11 ,   E11 1   
E11 1DH,,1,,538599,187444,E,  E11 ,   E11 1   
E11 1DJ,,1,,538540,187443,E,  E11 ,   E11 1   
E11 1DL,,1,,538662,187352,E,  E11 ,   E11 1   
E11 1DN,,1,,538810,187285,E,  E11 ,   E11 1   
E11 1DP,,1,,538939,187444,E,  E11 ,   E11 1   
E11 1DQ,,1,,538744,187518,E,  E11 ,   E11 1   
E11 1DR,,1,,538710,187726,E,  E11 ,   E11 1   
E11 1DS,,1,,538658,187607,E,  E11 ,   E11 1   
E11 1DT,,1,,538645,187656,E,  E11 ,   E11 1   
E11 1DU,,1,,538557,187579,E,  E11 ,   E11 1   
E11 1DX,,1,,538529,187562,E,  E11 ,   E11 1   
E11 1DY,,1,,538468,187590,E,  E11 ,   E11 1   
E11 1DZ,,1,,538460,187526,E,  E11 ,   E11 1   
E11 1EA,,1,,538371,187477,E,  E11 ,   E11 1   
E11 1EB,,1,,538291,187435,E,  E11 ,   E11 1   
E11 1ED,,1,,538203,187383,E,  E11 ,   E11 1   
E11 1EE,,1,,538207,187340,E,  E11 ,   E11 1   
E11 1EF,,1,,538668,187391,E,  E11 ,   E11 1   
E11 1EG,,1,,538162,187352,E,  E11 ,   E11 1   
E11 1EH,,1,,538638,187590,E,  E11 ,   E11 1   
E11 1EJ,,1,,538734,187696,E,  E11 ,   E11 1   
E11 1EL,,1,,538838,187787,E,  E11 ,   E11 1   
E11 1EN,,1,,538909,187842,E,  E11 ,   E11 1   
E11 1EP,,1,,539087,187972,E,  E11 ,   E11 1   
E11 1EQ,,1,,538535,187520,E,  E11 ,   E11 1   
E11 1ER,,1,,538694,187644,E,  E11 ,   E11 1   
E11 1ES,,1,,539129,188074,E,  E11 ,   E11 1   
E11 1ET,,1,,539044,187995,E,  E11 ,   E11 1   
E11 1EU,,1,,538916,187934,E,  E11 ,   E11 1   
E11 1EW,,1,,538928,187857,E,  E11 ,   E11 1   
E11 1EX,,1,,538962,187933,E,  E11 ,   E11 1   
E11 1EY,,1,,538834,187838,E,  E11 ,   E11 1   
E11 1EZ,,1,,538735,187750,E,  E11 ,   E11 1   
E11 1HA,,1,,539182,188065,E,  E11 ,   E11 1   
E11 1HB,,1,,539416,187532,E,  E11 ,   E11 1   
E11 1HD,,1,,538478,187398,E,  E11 ,   E11 1   
E11 1HE,,1,,539345,187429,E,  E11 ,   E11 1   
E11 1HF,,1,,539175,188009,E,  E11 ,   E11 1   
E11 1HG,,1,,539344,187397,E,  E11 ,   E11 1   
E11 1HH,,1,,539547,187543,E,  E11 ,   E11 1   
E11 1HL,,1,,539541,187533,E,  E11 ,   E11 1   
E11 1HN,,1,,539363,187399,E,  E11 ,   E11 1   
E11 1HP,,1,,539380,187540,E,  E11 ,   E11 1   
E11 1HQ,,1,,539444,187377,E,  E11 ,   E11 1   
E11 1HR,,1,,539716,187687,E,  E11 ,   E11 1   
E11 1HT,,1,,539550,187619,E,  E11 ,   E11 1   
E11 1HU,,1,,539504,187669,E,  E11 ,   E11 1   
E11 1HX,,1,,539455,187627,E,  E11 ,   E11 1   
E11 1HY,,1,,539328,187906,E,  E11 ,   E11 1   
E11 1HZ,,1,,539351,187852,E,  E11 ,   E11 1   
E11 1JA,,1,,539375,187898,E,  E11 ,   E11 1   
E11 1JB,,1,,539264,187862,E,  E11 ,   E11 1   
E11 1JD,,1,,539218,188083,E,  E11 ,   E11 1   
E11 1JE,,1,,539267,188100,E,  E11 ,   E11 1   
E11 1JF,,1,,539215,187962,E,  E11 ,   E11 1   
E11 1JG,,1,,539214,188166,E,  E11 ,   E11 1   
E11 1JH,,1,,539169,187893,E,  E11 ,   E11 1   
E11 1JJ,,1,,539495,187580,E,  E11 ,   E11 1   
E11 1JL,,1,,539511,187614,E,  E11 ,   E11 1   
E11 1JN,,1,,539242,187923,E,  E11 ,   E11 1   
E11 1JP,,1,,538760,187808,E,  E11 ,   E11 1   
E11 1JQ,,1,,539138,187862,E,  E11 ,   E11 1   
E11 1JR,,1,,538756,187856,E,  E11 ,   E11 1   
E11 1JS,,1,,538924,187985,E,  E11 ,   E11 1   
E11 1JT,,1,,539099,188114,E,  E11 ,   E11 1   
E11 1JU,,1,,539009,188129,E,  E11 ,   E11 1   
E11 1JX,,1,,538867,187991,E,  E11 ,   E11 1   
E11 1JY,,1,,538844,188021,E,  E11 ,   E11 1   
E11 1JZ,,1,,538514,187736,E,  E11 ,   E11 1   
E11 1LA,,1,,538544,187716,E,  E11 ,   E11 1   
E11 1LB,,1,,538505,187630,E,  E11 ,   E11 1   
E11 1LD,,1,,538532,187646,E,  E11 ,   E11 1   
E11 1LE,,1,,538646,187729,E,  E11 ,   E11 1   
E11 1LF,,1,,538499,187651,E,  E11 ,   E11 1   
E11 1LG,,1,,538587,187684,E,  E11 ,   E11 1   
E11 1LH,,1,,538675,187770,E,  E11 ,   E11 1   
E11 1LJ,,1,,538743,187797,E,  E11 ,   E11 1   
E11 1LL,,1,,538819,187900,E,  E11 ,   E11 1   
E11 1LP,,1,,539412,187922,E,  E11 ,   E11 1   
E11 1LQ,,1,,538668,187756,E,  E11 ,   E11 1   
E11 1LR,,1,,539439,187945,E,  E11 ,   E11 1   
E11 1LS,,1,,539296,188111,E,  E11 ,   E11 1   
E11 1LT,,1,,539336,188138,E,  E11 ,   E11 1   
E11 1LU,,1,,539329,188286,E,  E11 ,   E11 1   
E11 1LX,,1,,539487,188252,E,  E11 ,   E11 1   
E11 1LY,,1,,539451,188220,E,  E11 ,   E11 1   
E11 1LZ,,1,,539453,188164,E,  E11 ,   E11 1   
E11 1NA,,1,,539397,188186,E,  E11 ,   E11 1   
E11 1NB,,1,,539359,188205,E,  E11 ,   E11 1   
E11 1NE,,1,,539515,188010,E,  E11 ,   E11 1   
E11 1NF,,1,,539515,188052,E,  E11 ,   E11 1   
E11 1NG,,1,,539597,188052,E,  E11 ,   E11 1   
E11 1NH,,1,,539528,187916,E,  E11 ,   E11 1   
E11 1NJ,,1,,539658,188076,E,  E11 ,   E11 1   
E11 1NL,,1,,539487,188090,E,  E11 ,   E11 1   
E11 1NN,,1,,539448,188115,E,  E11 ,   E11 1   
E11 1NP,,1,,539503,188316,E,  E11 ,   E11 1   
E11 1NQ,,1,,539611,187987,E,  E11 ,   E11 1   
E11 1NR,,1,,538863,188563,E,  E11 ,   E11 1   
E11 1NS,,1,,538990,188179,E,  E11 ,   E11 1   
E11 1NU,,1,,539070,188353,E,  E11 ,   E11 1   
E11 1NW,,1,,539574,188237,E,  E11 ,   E11 1   
E11 1NX,,1,,539588,187950,E,  E11 ,   E11 1   
E11 1PB,,1,,540387,189168,E,  E11 ,   E11 1   
E11 1PD,,1,,540419,189272,E,  E11 ,   E11 1   
E11 1PE,,1,,540101,189077,E,  E11 ,   E11 1   
E11 1PF,,1,,540240,189172,E,  E11 ,   E11 1   
E11 1PG,,1,,540248,189283,E,  E11 ,   E11 1   
E11 1PH,,1,,539436,189179,E,  E11 ,   E11 1   
E11 1PJ,,1,,539360,189185,E,  E11 ,   E11 1   
E11 1PL,,1,,539414,189197,E,  E11 ,   E11 1   
E11 1PN,,1,,540271,189256,E,  E11 ,   E11 1   
E11 1PP,,1,,539915,188042,E,  E11 ,   E11 1   
E11 1PQ,,1,,539837,189113,E,  E11 ,   E11 1   
E11 1PR,,1,,539941,188098,E,  E11 ,   E11 1   
E11 1PS,,1,,539943,188489,E,  E11 ,   E11 1   
E11 1PT,,1,,539995,188594,E,  E11 ,   E11 1   
E11 1PU,,1,,540029,188872,E,  E11 ,   E11 1   
E11 1PW,,1,,540196,189007,E,  E11 ,   E11 1   
E11 1PX,,1,,540006,188754,E,  E11 ,   E11 1   
E11 1PY,,1,,540017,188685,E,  E11 ,   E11 1   
E11 1PZ,,1,,540083,188777,E,  E11 ,   E11 1   
E11 1QA,,1,,540096,188825,E,  E11 ,   E11 1   
E11 1QB,,1,,540086,188868,E,  E11 ,   E11 1   
E11 1QD,,1,,540085,188652,E,  E11 ,   E11 1   
E11 1QE,,1,,540140,188850,E,  E11 ,   E11 1   
E11 1QF,,1,,540156,188899,E,  E11 ,   E11 1   
E11 1QH,,1,,540233,188822,E,  E11 ,   E11 1   
E11 1QJ,,1,,540238,188837,E,  E11 ,   E11 1   
E11 1QL,,1,,540298,188959,E,  E11 ,   E11 1   
E11 1QN,,1,,540275,188992,E,  E11 ,   E11 1   
E11 1QR,,1,,538911,187652,E,  E11 ,   E11 1   
E11 1QS,,1,,538903,187606,E,  E11 ,   E11 1   
E11 1QT,,1,,538991,187547,E,  E11 ,   E11 1   
